query_time,user_id,query,result_rank,click_rank,click_url,matched_seed
C9592E6D589E0FC040CEA1D8A3568B66,1,十大运动鞋子品牌,林允儿,蝙蝠侠,世界十大名车排行榜,运动鞋
A8036BDB51C0135B3F4DE5E7AD397BE7,2,面膜贴在脸上有点刺痛,面碱,糜烂型脚气,拔火罐教程视频教程,面膜
DB1BC4360549BDEBCF091C4CB2F28D3E,2,玫瑰金的手机要哪种颜色的手机壳,怎么一下子把微博说说删了教一下,qq头像,双女结扎户是什么意思,手机壳
D2184831A3B9207216333A5E1953669A,1,紫光电子平板电脑怎么样,平板电脑没有声音怎么回事,shoulder,联想s720i,平板电脑
2225D40F911AFBDB3BB53707CAB06C7D,3,自己diy手机壳,李冰冰疯狂强吻视频,厨房装修效果图小户型,取环怎么取视频,手机壳
D334A0D16310148B957F335F79FE0068,3,敏感肌 好用面膜,新生儿发绀,敏感肌面膜推荐,鹅口疮涂药后哭,面膜
B44D4E01B60446588B909D229AECDEAF,1,面膜的水吃了怎么办,苹果手机为什么显示vip套餐获取失败,中国和俄罗斯关系好吗,陈百强,面膜
04F0E35C974D2F9D8A5AEFE151DC132C,1,高中女生运动鞋图片,英雄联盟女英雄叫声,活佛济公白雪,肠镜,运动鞋
A85879455AB56FBE337B1AF3E722B4B3,2,笔记本电脑牌子排名,电脑配置更新百分之三十就完成了怎么回事,华为和小米哪个好,追凶者也,笔记本电脑
3A9D40FBC33953915698E74A5060B975,2,espoir口红,花漾,为什么微信上有个耳朵,考辅导员看什么书,口红
45B6E52E5FC275ED3419879E444E6D82,3,韩国面膜哪个牌子好,康婷,补砖块截图,秦皇岛到鞍山物流,面膜
D6CCE3CD21ABCE31DAE07950E9CF7C4E,1,防过敏的面膜有哪些,ega是什么意思,css语言和c语言有什区别,星星用英语怎么说,面膜
FE8334A9C5BB4BCBDB4B0D2C80A7DAB7,2,笔记本电脑开机黑屏,celine,什么胶水粘橡胶最好,开双眼皮多久恢复,笔记本电脑
E134E46088A00C673F455677FD03D384,4,没抹完的口红电视剧,函授学历,注册安全工程师,"我家鸭脖子歪,屎有白的东西是什么病急",口红
AF14E965C22D48AE81F44BAAA8CD4087,3,羽绒服与冲锋衣,广东充电桩分布,宝安图书馆借书证办理,飞机票,羽绒服
08F9526158767A73A63689F3CF3B290A,3,优资莱面膜补水孕妇,脸上长小红点是什么原因,脸上红红的小红点很多怎么回事怎么消掉,煮糖水的材料,面膜
A9337AFD99C33DE1FD2522B547AA433F,3,所有运动鞋品牌标志,别人小视频转发朋友圈,运动鞋品牌布狮,童鞋批发市场,运动鞋
1952540B57ABBE81F4C8304084382F41,3,补水祛痘面膜哪种好,李泽楷结婚了吗,微微一笑很倾城的主题曲,椰子可以加炼奶吗,面膜
F5C249442B78F7FA0545593A5182163B,2,一叶子面膜怎么样,"经历太多的变化,爱变得复杂",报关员工资待遇怎么样,一叶子面膜黑松露,面膜
E1002AE008412A926CD4E5CEB6DF0B67,2,洗发水什么牌子好,重生药庐空间,兰州火车站城际列车入口,厦门旺辉酒店大床房,洗发水
179D1F43C1B361AA0154C2687C938E19,2,绿豆面膜,韩姨,收缩毛孔的套装,膜法世家1绿豆泥浆面膜,面膜
98A6A6D2AED5098610DC96DC9EEEA87B,1,面膜贴了有刺痛感,马报资料,boss凶猛老公领证吧,为什么胸闷怎么引起的,面膜
591D67BC1F76B7342AFF0335E7812493,1,唇色深用什么颜色的口红,求百度云盘资源,seldom,英语电影观后感写作格式,口红
3A10240D59C5E5AC29A08BB29D56D75F,3,捷波朗蓝牙耳机官网,vivox5,十五年前的歌曲,绿化对环境的作用,蓝牙耳机
304D60C9D448D038F7B435216828F924,1,小米4s怎么设置蓝牙耳机和wifi冲突,笔记本电脑开机黑屏,笔记本可以改装吗,任天堂官网,蓝牙耳机
E4149A95D78663A74F615D825984ADDC,1,国际欧芭洗发水,黄马甲快递,有一个热气球失踪,给我来瓶酒忘记忧与愁是哪的,洗发水
7D50B29D40A932BFED33304000928F72,4,华硕笔记本电脑如何操作数字和字母的切换,五岳分别在哪个省,液晶电源模块尾缀不同可以互换吗,g20晚会演出如何做到在水上表演,笔记本电脑
C8877B26F1B1A68990D774AB6370C9DD,1,笔记本电脑无线功能怎么开启,末世二三事第69章类别:都市青春 作者:半盏?严子陵,笔记本电脑无线设备开关,胆囊炎,笔记本电脑
114BAF4F7A39C3E9D2820D149C21CF5E,1,制作奶油手机壳的材料,马可绯闻女友,马可女友,过敏性紫癜能吃石liu,手机壳
076A569C04083854CF9AB2EFC7D8AB5C,2,赫恩男士面膜怎么样,武汉大学贴吧最近很火的帖子内容,男士白日护肤用什么,百度,面膜
568D3D132BC1BED0779B05220F32D29E,2,笔记本电脑什么牌子好,玩游戏啥笔记本电脑好,快手上胸大的,天天网络推广,笔记本电脑
07D9ABEBCC61925108107C7DD3EE8E9E,1,黄瓜面膜的功效,机油和汽油有什么区别,针织衫搭配裙子图片,侧分和中分哪个好看,面膜
7179F4AEA7B129C3627C5935059D82F9,2,小黄瓜三分钟面膜超过3分钟会怎么样,两个月没来月经又没怀孕怎么回事,"袋中有7个球,其中红球5个白球2个,从袋中取?山东英才学院",内分泌失调的症状,面膜
258BD3ACB9CBCD64C854A25831BB7306,1,笔记本电脑什么牌子好,手机优酷怎么改名字,我是特工,不打狗针会怎么样,笔记本电脑
FCDB95031134082F73ECD0F8EAAEBF69,4,正版耐克运动鞋,江一燕的照片,百度手机助手,大便是黑色的怎么回事,运动鞋
E5E38E195A220DC87F58D435DC0D7C79,1,迪奥口红保质期,那些应用微信支付,琵琶语简谱,百度,口红
08B6FC003E0E6975E879DAB5B28AC019,1,27度穿运动鞋行吗,电信手机怎么充q币,世界上最大的蛇,湖北武汉电信手机充q币怎么充,运动鞋
EAE037E49AFD8FE310FEAD52C7D6AAEB,2,哪种洗发水防脱发效果好,个位的计数单位是什么,我们说好了一辈子在一起是什么歌1002我们说,空间相册名称大全,洗发水
36FF3A2EDBFC5DE9AF4B8269F8313DAE,3,樊文花面膜怎么样,西安合同诈骗,刘宴玮黄陵,犯人智商,面膜
B98327244C01CB448B619D8049882F48,3,一叶子面膜怎么样,咽喉炎,胡夏被逼重唱飙泪,碱性食物,面膜
24DA9FF2616B0EACCB659A2BA7D12F03,1,oppor9手机壳图片,男人不孕要检查什么,1千7的金立手机,朵唯手机,手机壳
E596A279929E15197557D1801791E563,3,绿豆面膜,950是什么,脚长水泡脱皮月子里能养好吗,天狐劫漫画全集,面膜
74466B15F65747B3E06FCB900635540F,2,台电平板电脑,lol女子职业联赛海南,高明,怎么外设路由器,平板电脑
075ADF9F9C55812D431CC3475C7DFC00,3,绿豆面膜,上饶电视台王可,皇冠梨的功效与作用,油条包麻子,面膜
71CE98F063DE3E02E72727CB8419A604,2,笔记本电脑连接投影仪桌面,圆柱销标准,求职信范文,公有制经济和非公有制经济都是我国,笔记本电脑
290B1608876FBC9E3833991C12F9C6AA,5,蓝牙耳机信号干扰,哪个制药厂生产奥美拉唑质量好,经常吃奥美拉唑好不好,比奥美拉唑好的药,蓝牙耳机
B8F0FD0BEB4F1B5F65723AA19A224C85,2,笔记本电脑怎么usb上网,:02963650321,4266369482659,镇魂街,笔记本电脑
E6F7F4B0B588E495E19E95A63DA421C1,2,蜂蜜加什么做面膜可以祛斑,小说乡村医生,一吸气左胸口疼,男人每天该吃什么早餐家常,面膜
43407EE4D65A80748A33A5C3586E457D,1,痘痘肌适合什么面膜,防伪码查询,摩卡棕色板,总裁关灯吧,面膜
A56B986891F0D96C2E5737532696F328,5,玩游戏啥笔记本电脑好,游戏笔记本电脑排名,运城姚孟考场在哪,斗战神,笔记本电脑
47213AAE6A5326E5EA231ABDFFEED0F7,2,医院开的某某康面膜,冠周炎,上火了吃什么降火最快,大三学生可以考教师资格证吗,面膜
9A5D5F1223905294DF6A5BE08C1D1684,1,vivox6plus手机壳硅胶,高二南通小题,武夷山正山小种,优速快递图片,手机壳
8347F7A7CCE79F985AD1B95CD15B2346,1,蔻露薇洗发水是品牌吗,怎么保养乳房,短发,巨蟹男想复合的表现,洗发水
88E7BCC0FED81CF0BA6A4433774225D7,2,伊思红参面膜功效,盔犀鸟,爱丽小屋猫耳朵发带,不回门,面膜
B4E2A5AFBBBF2E41D9D96009E68C35AA,4,海藻泥面膜怎么用,如故是什么意思,广东话有没有搞错怎么说,充电线未经过认证不好充电苹果,面膜
87305B8B56E290D896881260497FF9C9,2,笔记本电脑回车键失灵,虽然我也不懂,南淮旧情人我是总攻1002南淮旧情人我是总攻,黄耀明和林夕,笔记本电脑
4D9083739BE9B9E9C9B456D2A80BCC99,2,笔记本电脑什么牌子好,鼠图片,什么游戏里面景色好看,图片头像,笔记本电脑
6B35F75ED3536BACBD330D215CD344EE,1,笔记本电脑什么牌子好,剑灵丰汇行赚钱技巧,个性网名超拽,英雄联盟电七是哪个区,笔记本电脑
9A5A6427BA48F1BBBD7B96AD53B44F59,1,游戏笔记本电脑排行榜,孤独高清盒手机版,电影,圆锥公式大全,笔记本电脑
4BA86D294A5A162382AEE47658C082C2,2,笔记本电脑小喇叭不见了,假名是什么意思,九龙山水上乐园开到什么,主角有很多小弟的小说,笔记本电脑
9E17E4D361B3D9EC15185A1AEB69337C,3,lenovo430笔记本电脑的wife开关,qq里的收藏在哪里找,qq音乐下载,中国女排,笔记本电脑
518DD3CFB7843831170FD6B031544E72,1,什么样的笔记本电脑直播好,"有部小说女主人公姓蓝,是本都市爱情故事",坏坏老公很难缠,有部小说有天才三胞胎,笔记本电脑
A3653CFC8D64A9C7D9865861E3141072,3,笔记本电脑什么牌子好,李谷一,中国女排,照片拼图,笔记本电脑
9D245D49B6B23EE0BD7737DF70122CAB,2,五谷杂粮面膜,为啥下面痒,大便为啥还有白色的可长有点黏,为啥大老板都烧香拜佛,面膜
800FB81C47EAE05F3C2D51E94BF06F5C,1,蓝影平板电脑怎么样,灰姑娘与四名骑士,龙门镖局,身陷传销遭殴致死,平板电脑
4ADAD44114DE9D7B91FB682831C8C391,3,ysl圣罗兰14口红,浙商保险,愿你永远拥有爱的能力,保险公司财务经理有前途吗,口红
7B9AB2E868399063876135C252D1A9E1,2,黑豆泥浆面膜敷完后的护理,面膜敷完后的护理,双面偶像,村姑也疯狂百灵儿,面膜
10631CFA3798C906B139EB25ADD53479,2,绿豆面膜,龙眼种类,东莞理工学院教务处网,孔子,面膜
9CAEC3CF6BC827EB0290B36A6597BDF7,1,蛋清可以做什么面膜,网上能找什么工作,蛋清牛奶面膜怎么做,旋风少女晓萤的首战是哪一集,面膜
90E2516A22245F6BE0C7E81CB3B1398B,2,绿豆面膜,绿豆面膜祛痘效果好吗,达芙文,长痘痘能去角质吗,面膜
9FD4E415D13D26B6AA045BF95F491E1E,3,中国明星同款运动鞋,单眼皮男主持,聚美优品的东西是正品吗,大胃王密子君是真吃吗,运动鞋
6123535C0A3D870D3B4C66D38220DA26,1,笔记本电脑小键盘怎么开,众泰旋转档位的车,金毛和拉布拉多的区别,千斤顶落不下来,笔记本电脑
71876854DA1D81730B6D14F13D99F38F,3,蓝牙耳机怎么连接手机,女人喝白开水跟饮用水的区别,好看的齐肩短发图片,孝感,蓝牙耳机
E93B2C1A8F42D683527A33D9D8ADFB0B,1,自做美白补水面膜,眊可以组什么词,安全手抄报图片,关于人生的名言,面膜
F2410B367ACD70EE1E582CF1A5105C55,1,一叶子面膜怎么样,一叶子面膜多少钱一盒,主日学圣经故事讲章,女星短发发型图片,面膜
8C1D7CDC36DEDDB9DFFB9B15957BF48E,2,皮肤偏黑黄适合什么口红,黄巢起义是哪个朝代,金属导电的原因,广西国考报名网站,口红
F944A6B7834E45A607E37A0C7B4852C3,2,一叶子面膜怎么样,宜字开头的词语,玫瑰小说,sp小说疼爱,面膜
BCB8676129463D0DBF622572D8BBD833,2,绿豆面膜祛痘效果好吗,武汉光谷二高位置,全美善,朝五晚九,面膜
6A0AE6476352DA26FC860A81ACFE9798,1,笔记本电脑什么牌子好,刘渡舟,移动办理退订流量套餐,l298n驱动板非常烫,笔记本电脑
0E903CCAF37367AE19B45C729918BF94,4,"平板电脑开机只显示厂家图标,其它没有反应",白洁乱欲小说免费阅读,2016高考军校分数线是多少,阿兵哥言语录在线阅读,平板电脑
